CPD_UNIT,STAR1,FIRST_NAME,LAST_NAME,MI,RANK
079,21839,EVELYN,GRUBE,,PO AS DETECTIVE
610,20718,SONIA,MORIARTY,M,PO AS DETECTIVE
384,11654,MARK,FRIAR,L,POLICE OFFICER
010,13668,JOSE,OCHOA,M,POLICE OFFICER
002,19130,EARL,DIGBY,W,POLICE OFFICER
169,8220,DAVID,BROWN,H,POLICE OFFICER
121,1041,AARON,COBB,S,SERGEANT OF POLICE
020,8093,CHRISTOPH,KARNEY,H,POLICE OFFICER
011,1830,OMAR,STOVER,,SERGEANT OF POLICE
010,1739,MICHAEL,ONESTO,J,SERGEANT OF POLICE
019,3506,MICHAEL,WOZNIAK,J,POLICE OFFICER
001,7776,KERRY,POZULP,C,POLICE OFFICER
007,8198,NATALY,JANIK,,POLICE OFFICER
051,13488,JIMMY,GUZMAN,,POLICE OFFICER
161,2800,DAMIEN,BOLDEN,R,POLICE OFFICER
650,20316,MARTIN,BRENNAN,T,PO AS DETECTIVE
610,20119,HYON,KIM,K,PO AS DETECTIVE
011,16872,ANDREW,KALINOWSKI,P,POLICE OFFICER
211,13487,LOGAN,WESTCOTT,J,POLICE OFFICER
079,21172,IZABELA,FIGUS,M,PO AS DETECTIVE
123,13415,DEKOVEN,BLANCHARD,M,POLICE OFFICER
610,20264,JESSICA,BRADY,M,PO AS DETECTIVE
166,11381,MARIA,NELSON,E,POLICE OFFICER
010,2081,SHAWN,ALONZO,P,SERGEANT OF POLICE
015,8566,THOMAS,FROLE,F,POLICE OFFICER
163,16186,THERESA,TUTTLE,L,POLICE OFFICER
003,16070,CASEY,CINER,A,POLICE OFFICER
006,2260,DAVID,MCGREW,S,SERGEANT OF POLICE
442,1669,ROBERT,JURCZYKOWSKI,,SERGEANT OF POLICE
001,15553,MICHELE,MC MAHON,D,POLICE OFFICER
610,20468,KIMBERLY,KUBELKA,A,PO AS DETECTIVE
016,10628,RALPH,MIONSKOWSKI,L,POLICE OFFICER
177,3729,HERBERT,KEELER,,POL FORENSIC INV I
376,14710,SALVADOR,PRIETO,,POLICE OFFICER
009,3956,BRIAN,SKORA,S,POLICE OFFICER
025,17387,CRAIG,GANCARCZYK,R,POLICE OFFICER
341,17989,LAWRENCE,STUCKERT,O,PO/EXP DET CAN HAND
008,10361,AMANDA,WOODS,C,POLICE OFFICER
010,1126,TIMOTHY,GORZKOWSKI,E,SERGEANT OF POLICE
002,17723,JEFFREY,PRICE,,POLICE OFFICER
003,2026,JEREMY,SIKORSKI,F,SERGEANT OF POLICE
001,18685,STEPHEN,ROMANSKI,J,POLICE OFFICER
003,857,ANTHONY,SERPE,J,SERGEANT OF POLICE
012,1278,PEDRO,SOLIS JR.,,SERGEANT OF POLICE
020,6796,NICOLE,DELUCA,M,POLICE OFFICER
711,17753,JOHN,MAGGI,W,POLICE OFFICER
016,17954,RODERICK,SUBIJANO,C,POLICE OFFICER
011,1520,SHARON,PRICE,,SERGEANT OF POLICE
001,973,DANIEL,CRAVENS,L,SERGEANT OF POLICE
057,15073,GARRIAN,MANNING,A,POLICE OFFICER
630,20042,JEREMY,ANDERSEN,C,PO AS DETECTIVE
011,5614,BRIAN,THOMAS,J,POLICE OFFICER
022,17844,KEVIN,PARUSZKIEWICZ,J,POLICE OFFICER
006,2425,JEFFREY,COLLADO,R,SERGEANT OF POLICE
014,14365,SETH,WISELOGEL,T,POLICE OFFICER
313,9844,MARKEE,COOPER,,POLICE OFFICER
277,12267,JAMES,OBALDO,J,PO ASGN EVID. TECHNI
019,8990,MEGAN,WOODS,R,POLICE OFFICER
008,5155,JOHN,HENRY,,POLICE OFFICER
010,16405,GEORGE,CASTRO,,POLICE OFFICER
017,16322,KELVIN,CHOE,M,POLICE OFFICER
020,13699,CHRISTINE,TAYLOR,,POLICE OFFICER
610,20076,ERIN,JONES,E,PO AS DETECTIVE
143,11038,WILFREDO,CRUZ,A,POLICE OFFICER
006,9607,COREY,HATTER,A,POLICE OFFICER
079,21240,LAWRENCE,BOND,J,PO AS DETECTIVE
610,21324,CYNTHIA,FLORES,M,PO AS DETECTIVE
003,9742,ALEJANDRO,HERNANDEZ,,POLICE OFFICER
019,16647,GUADALUPE,SANCHEZ,,POLICE OFFICER
019,2007,JAMES,ALLEN,,SERGEANT OF POLICE
630,21388,BRENDAN,MC CORMACK,P,PO AS DETECTIVE
022,19925,NICHOLAS,CORR,R,POLICE OFFICER
008,9654,RAUL,ROSALES JR,,POLICE OFFICER
001,11296,KEVYN,LOTT,L,POLICE OFFICER
019,7290,PHILIP,FOX,A,POLICE OFFICER
025,8495,KASHAUNNA,WEATHERSBY,C,POLICE OFFICER
003,12867,NIDIA,RIVERA,E,POLICE OFFICER
008,19720,LEO,CROMWELL,,POLICE OFFICER
017,9581,JEFFERY,SMITH,,POLICE OFFICER
277,18586,ASHOR,WARDA,L,PO ASGN EVID. TECHNI
630,20373,KARINA,AARON,,PO AS DETECTIVE
012,15027,BENITO,ROMERO,,POLICE OFFICER
122,12759,DAMIAN,OSULLIVAN,M,POLICE OFFICER
008,17853,CHRIS,GACEK,S,POLICE OFFICER
376,12898,RICHARD,MOSTOWSKI,S,POLICE OFFICER
620,20250,DONALD,DOUGLAS,L,PO AS DETECTIVE
008,16006,ANTONIO,PHILLIPS,,POLICE OFFICER
019,10891,RODNEY,SOWELL,L,POLICE OFFICER
001,12950,DAVID,SHARP,A,POLICE OFFICER
016,11309,KATHERINA,NOWAKOWSKI,,POLICE OFFICER
001,1561,SEAN,FLEMING,P,SERGEANT OF POLICE
311,15536,TED,JOZEFCZAK,J,POLICE OFFICER
010,4413,MONICA,GONZALEZ,,POLICE OFFICER
376,16378,EUGENE,ORTIZ,M,POLICE OFFICER
020,2104,DAVID,FALARDEAU,P,SERGEANT OF POLICE
007,5978,MICHAEL,RODRIGUEZ,A,POLICE OFFICER
701,19911,DAVID,BLACKMAN,D,POLICE OFFICER
620,21841,LEONID,SHVARTSER,Y,PO AS DETECTIVE
127,14518,MATTHEW,JOHNSON,B,POLICE OFFICER
376,18436,MARQUIS,LANDON,,POLICE OFFICER
002,1879,GABRIEL,RUVALCABA,A,SERGEANT OF POLICE
010,11924,FRANCIS,GANDO,E,POLICE OFFICER
128,12988,NORA,GARZA,E,POLICE OFFICER
018,625,GODFREY,CRONIN,T,LIEUTENANT OF POLICE
630,20646,JEFFERY,JABLON,R,PO AS DETECTIVE
019,14373,ANDREW,KROLL,J,POLICE OFFICER
007,13441,ROBERT,STRONG,K,POLICE OFFICER
025,12624,BRIAN,POSTRELKO,,POLICE OFFICER
024,16508,PAUL,JANUS,C,POLICE OFFICER
177,13086,NINA,RODRIGUEZ,L,POLICE OFFICER
376,,RICHARD,ROBLES,P,POLICE OFFICER
024,12649,FRANCISCO,IZA,D,POLICE OFFICER
015,14447,SEAN,MCERLEAN,R,POLICE OFFICER
007,8718,MICHAEL,CIOE,A,POLICE OFFICER
376,6070,KERRY,GIBBONS,L,POLICE OFFICER
166,3000,RHONDA,VERTA,M,POLICE OFFICER
313,14837,ROLANDO,RUIZ,,POLICE OFFICER
116,7024,MICHAEL,KORWIN,W,POLICE OFFICER
620,18958,MONICA,BAILEY,L,POLICE OFFICER
610,20080,EDGAR,CARLOS,,PO AS DETECTIVE
135,6345,CYNTHIA,ORTIZ,K,POLICE OFFICER
050,8234,TODD,EVANS,B,PO/EXP DET CAN HAND
009,16181,KIMBERLY,SMITH,A,POLICE OFFICER
006,2182,ADOLPHO,GARCIA,,SERGEANT OF POLICE
620,20607,MICHAEL,GAYTAN,A,PO AS DETECTIVE
010,1819,PETER,THEODORE,A,SERGEANT OF POLICE
004,16178,JASMINE,TUCKER,L,PO/FIELD TRNING OFF
277,17875,THEODORE,DELIS,E,PO ASGN EVID. TECHNI
022,690,DANIEL,SIMON,J,LIEUTENANT OF POLICE
620,1179,DEVINN,JONES,D,SERGEANT OF POLICE
025,10956,LENNY,PIERRI,,POLICE OFFICER
007,1901,MELVIN,ECTOR,L,SERGEANT OF POLICE
128,19190,ROBERT,MONTELONGO,,POLICE OFFICER
007,2180,YASMIA,DUNN,G,SERGEANT OF POLICE
007,11027,CHARLES,GALVAN JR,,POLICE OFFICER
012,1436,SALVADOR,GARCIA,J,SERGEANT OF POLICE
312,5299,JOSEPH,CHLIPALA,C,POLICE OFFICER
014,5172,WILLIAM,LABERN,F,POLICE OFFICER
384,7047,KENNETH,ROGERS JR,,POLICE OFFICER
128,7182,BEATA,STASZEWSKI,A,POLICE OFFICER
022,15557,JUAN,QUEZADA,C,POLICE OFFICER
015,7825,JAMES,MURRAY,R,PO/FIELD TRNING OFF
025,16094,CHRISTOPH,SALADINO,M,POLICE OFFICER
008,12573,RODRIGO,LOPEZ,,POLICE OFFICER
353,16857,DANIEL,COLBENSON,S,POLICE OFFICER
008,8667,RUDOLPH,GARZA,,POLICE OFFICER
620,21199,ISRAEL,GAMEZ,,PO AS DETECTIVE
004,2058,JOSEPH,WHITE,,SERGEANT OF POLICE
010,8138,FRANCISCO,MENDOZA,M,POLICE OFFICER
011,1244,JOSHUA,BOWERS,R,SERGEANT OF POLICE
010,3477,DANIEL,LOPEZ,,POLICE OFFICER
211,12863,JOHN,FRANK,C,POLICE OFFICER
008,13551,JEFFERY,HAVELKA,,POLICE OFFICER
102,14575,MICHAEL,CARROLL,A,POLICE OFFICER
016,4440,MELISSA,DEL PILAR,A,POLICE OFFICER
019,12300,FLAVIO,MOTA,,POLICE OFFICER
630,20759,GEORGE,PANOTHIOCAS,,PO AS DETECTIVE
011,15681,FACHIN,WALKER,N,POLICE OFFICER
014,12690,WILLIE,BOLANOS,,POLICE OFFICER
211,13632,TIMOTHY,BUBACZ,E,POLICE OFFICER
008,6325,DOUGLAS,ANDERSON,T,POLICE OFFICER
003,1718,KRISTEN,DONAHUE,M,SERGEANT OF POLICE
019,1706,TIMOTHY,DREWS,P,SERGEANT OF POLICE
125,17457,ROBERT,HILLIARD,A,POLICE OFFICER
010,8001,COSME,VELAZQUEZ,C,POLICE OFFICER
016,15469,KENNETH,WELLER,S,POLICE OFFICER
166,12126,JASON,VANNA,W,POLICE OFFICER
212,8928,WENSESLAO,ZAVALA,,POLICE OFFICER
116,11382,BRIGID,MENONI,M,POLICE OFFICER
610,21372,RENEE,WILLIAMS,C,PO AS DETECTIVE
014,14906,ERWIN,PACHECO,L,POLICE OFFICER
024,9595,JON,OHLICHER,,POLICE OFFICER
025,9741,DANIEN,CABRERA,L,POLICE OFFICER
010,3020,MICHAEL,PAPIN,J,POLICE OFFICER
022,18938,SEAN,BOTTOM,P,POLICE OFFICER
009,7190,ERIKA,WOOSLEY,A,POLICE OFFICER
277,7764,KENNETH,KRUPA,M,PO ASGN EVID. TECHNI
376,1829,JENNIFER,O SHAUGHNESSY,M,SERGEANT OF POLICE
180,6379,MARIA,FRAGA,E,POLICE OFFICER
610,20524,DANIEL,KIENZLE,G,PO AS DETECTIVE
231,443,GLENN,EVANS,,LIEUTENANT OF POLICE
376,7734,JOSEPH,MARTIS,E,POLICE OFFICER
610,20755,JEFFREY,PACOCHA,S,PO AS DETECTIVE
009,4624,PATRICK,NASH,G,POLICE OFFICER
025,6789,NICHOLAS,JOVANOVICH,M,POLICE OFFICER
312,19589,CORTNEY,POULOS,L,POLICE OFFICER
009,9545,AIDA,MEDINA,I,POLICE OFFICER
020,12262,JAIME,SOTO,A,POLICE OFFICER
050,4213,JOHN,MOTZNY,T,POLICE OFFICER
003,935,PETER,POL,R,SERGEANT OF POLICE
011,1912,CHISA,SANTIAGO,,SERGEANT OF POLICE
009,19202,SAMUEL,LAGUNAS,,POLICE OFFICER
002,14177,TOMAS,GONZALEZ,,POLICE OFFICER
010,2175,TRAVIS,STONE,S,SERGEANT OF POLICE
211,17664,JONATHAN,VOSS,S,POLICE OFFICER
620,1959,JOHN,MOSQUERA,R,SERGEANT OF POLICE
134,1726,RORY,O BRIEN,P,SERGEANT OF POLICE
008,14863,ELIZABETH,SULLIVAN,T,POLICE OFFICER
011,18449,THOMAS,HUGHES,J,POLICE OFFICER
006,18889,RICKY,THOMPSON,,POLICE OFFICER
630,20194,PETER,BATES,C,PO AS DETECTIVE
721,1122,DAVID,BLYSKAL,M,SERGEANT OF POLICE
012,1086,GREG,SCHMIT,J,SERGEANT OF POLICE
008,119,RAYMOND,DOHERTY,M,CAPTAIN OF POLICE
143,12591,MIA,OUTTEN,G,POLICE OFFICER
311,10315,LUIS,SALDANA,H,POLICE OFFICER
011,7483,GURVICE,ROBINS,L,POLICE OFFICER
004,12726,DANIEL,CASTILLO,D,POLICE OFFICER
630,20098,ALEJANDRA,MAHADEO,,PO AS DETECTIVE
168,15107,SHIRLEY,CLARK,J,POLICE OFFICER
007,19514,RICHARD,SCHMIDT,T,POLICE OFFICER
211,11990,JOHNNY,BROWN,M,POLICE OFFICER
171,16146,THOMAS,ROBINSON,A,POLICE OFFICER
019,17862,MONIKA,ZATORA,,POLICE OFFICER
610,20091,VINCENT,CECCHIN,G,PO AS DETECTIVE
610,20103,KEVIN,RASMUSSEN,W,PO AS DETECTIVE
610,21329,KARLEN,MONTOYA,M,PO AS DETECTIVE
630,21789,JEFFREY,STANEK,P,PO AS DETECTIVE
241,13528,RUBI,ZAMORA,,POLICE OFFICER
014,8693,THOMAS,MCNAMARA,J,POLICE OFFICER
057,9732,ADAM,DAOUD,M,POLICE OFFICER
701,8807,ANDREW,JONES,D,POLICE OFFICER
610,20740,JESUS,NAVARRO JR,,PO AS DETECTIVE
002,10528,DANIEL,FAGAN,J,POLICE OFFICER
620,20589,JAMES,LOONEY,M,PO AS DETECTIVE
111,8806,KEVIN,QUAID,J,POLICE OFFICER
630,20335,JAMES,SIVICEK,D,PO AS DETECTIVE
005,1764,WALTER,SHEPLER,J,SERGEANT OF POLICE
008,11826,JULIAN,MORGAN,J,POLICE OFFICER
006,8870,SONJA,PATRICK,A,POLICE OFFICER
610,20746,DENNIS,LANNING,J,PO AS DETECTIVE
003,726,DARWIN,BUTLER,E,LIEUTENANT OF POLICE
014,14080,JUAN,DIAZ,R,POLICE OFFICER
610,20258,ENRIQUE,PACHECO JR,,PO AS DETECTIVE
022,4426,MATTHEW,WARD,S,POLICE OFFICER
177,802,DAVID,GRANT,C,SERGEANT OF POLICE
009,5735,CARLOS,VIEYRA,,POLICE OFFICER
166,12637,KENDRA,WINGFIELD,D,POLICE OFFICER
441,13510,DONALD,SCOTT,W,POLICE OFFICER
122,18604,TRACY,BOLAND,E,POLICE OFFICER
019,3923,LA VERNE,MUELLER,M,POLICE OFFICER
606,13846,EDDIE,HAYNIE,K,POLICE OFFICER
620,20226,OSCAR,SELEDON,,PO AS DETECTIVE
008,17808,WILLIAM,MURPHY,F,POLICE OFFICER
002,19089,IRENE,SINGLETON,,POLICE OFFICER
124,14461,JOHN,NICEZYPORUK,A,POLICE OFFICER
014,8171,JENNIFER,ZAIDAN,L,POLICE OFFICER
016,10450,MIKE,GREMO,R,POLICE OFFICER
020,1893,HECTOR,MORALES,,SERGEANT OF POLICE
134,13239,REGINALD,WEATHERLY,V,POLICE OFFICER
015,17281,KRISTIN,TRACEY,M,POLICE OFFICER
384,11794,TERRY,BATEY,N,POLICE OFFICER
025,13053,KIMBERLY,OPPEDISANO,M,POLICE OFFICER
025,8974,ALMA,RODRIGUEZ,I,POLICE OFFICER
187,12952,MARILYN,SOTO,,POLICE OFFICER
007,16429,ELISEO,JAIME,,POLICE OFFICER
010,9749,GREGORY,MORABITO,P,POLICE OFFICER
620,21031,JAIME,CASILLAS,,PO AS DETECTIVE
025,7458,DAVID,LASKUS,,POLICE OFFICER
180,10790,GRACE,NOWAK,G,POLICE OFFICER
004,7894,ERIC,BICKETT,J,POLICE OFFICER
020,12111,TONIA,MORIN,M,POLICE OFFICER
059,9196,CHRISTOPH,PINZINE,,PO/MARINE OFFICER
166,3605,MICHAEL,SELKE,J,POLICE OFFICER
166,18391,CARL,SUCHOCKI,M,POLICE OFFICER
620,20073,LISA,BUCKHALTER,M,PO AS DETECTIVE
012,3493,ANTONIO,SANDOVAL,S,POLICE OFFICER
014,9637,ALFREDO,MENDEZ,,POLICE OFFICER
018,5386,MICHAEL,DANIHEL,,POLICE OFFICER
016,7006,JOHN,BAUER,A,POLICE OFFICER
050,6767,MARCIA,CAMPBELL,M,POLICE OFFICER
019,19083,ALFREDO,DOMINGUEZ,,POLICE OFFICER
610,21158,MARC,LAPADULA,A,PO AS DETECTIVE
189,10797,CLAUDIO,SALGADO,E,POLICE OFFICER
001,7861,ARMANDO,ALVAREZ,,POLICE OFFICER
138,7779,ROCIO,RUIZ,,POLICE OFFICER
022,19525,KEVIN,BUTLER,G,POLICE OFFICER
610,20081,IGNACIO,ALVARADO,,PO AS DETECTIVE
024,7849,DONALD,BOARDMAN,W,PO/FIELD TRNING OFF
025,9779,JUAN,ESTRADA,J,POLICE OFFICER
009,7009,DANIEL,GOMEZ,F,POLICE OFFICER
610,20321,LARRY,BREZINSKI,R,PO AS DETECTIVE
127,12933,LORETTA,WIECHERT,K,POLICE OFFICER
312,14060,JENNIFER,BURMISTRZ,G,POLICE OFFICER
015,17307,PHOEBE,FLORES,A,POLICE OFFICER
010,1505,KARL,KRUGER,D,SERGEANT OF POLICE
017,13549,HECTOR,FLORES,,POLICE OFFICER
005,8471,VICTOR,KENEARD,D,POLICE OFFICER
161,12525,MAUREEN,WEBB,F,POLICE OFFICER
630,20002,JEROME,WARNER JR,D,PO AS DETECTIVE
009,9917,DAN,DECKER,M,POLICE OFFICER
007,15272,DANIEL,KAVALAUSKAS,F,POLICE OFFICER
020,5253,CHARLES,HART,M,PO/FIELD TRNING OFF
009,3011,SARAH,PECK,L,POLICE OFFICER
187,15296,MARCUS,DUNCAN,A,POLICE OFFICER
025,17441,MANUEL,RAMIREZ,A,POLICE OFFICER
001,12887,CHARMAINE,PRICE,E,POLICE OFFICER
022,13133,DAWNN,ALBRECHT,M,PO/FIELD TRNING OFF
012,10524,CARMEN,MENDOZA,M,POLICE OFFICER
212,10183,JAMES,LYNCH,R,POLICE OFFICER
341,2033,GREGORY,UNIZYCKI,W,SERGEANT OF POLICE
079,21387,DARRELL,MC CLAY,,PO AS DETECTIVE
050,12924,BRIAN,FORD,P,POLICE OFFICER
145,7526,ELLIS,GEORGE,R,POLICE OFFICER
014,16624,REGINALD,RANDLE,D,POLICE OFFICER
020,4300,RYAN,WAGNER,N,POLICE OFFICER
016,19477,HEATHER,KEHL,L,POLICE OFFICER
051,13777,DONALD,BARRETT JR,R,POLICE OFFICER
002,2518,CARRIS,CRAWFORD,V,SERGEANT OF POLICE
610,20161,PAUL,PREIDIS,A,PO AS DETECTIVE
115,18701,RYAN,SHEAHAN,J,POLICE OFFICER
011,11361,GERARDO,VEGA,,POLICE OFFICER
012,10721,ROBERT,POHOLIK,J,POLICE OFFICER
010,6268,TOMMIE,JONES,,POLICE OFFICER
008,2831,JAYSEN,ORKOWSKI,J,POLICE OFFICER
019,19632,PATRICIA,RAMIREZ,M,POLICE OFFICER
177,18994,REAGAN,MADSEN,M,POLICE OFFICER
620,21087,RICHARD,HANRAHAN,J,PO AS DETECTIVE
002,1680,JOSEPH,CARROLL,B,SERGEANT OF POLICE
025,1418,RONNI,KANE,B,SERGEANT OF POLICE
024,19322,ALBERT,SCHNAUFER,A,POLICE OFFICER
007,17732,DINA,PATTERSON,M,POLICE OFFICER
016,15108,MICHAEL,LAURIE,R,POLICE OFFICER
008,15712,LOUIS,PINKLYN JR,,POLICE OFFICER
002,13372,GEMERA,BROWN,R,PO/FIELD TRNING OFF
020,12850,DANIEL,RIEMER,J,POLICE OFFICER
312,9243,RODNEY,JONES,G,POLICE OFFICER
009,4835,TODD,JOHNSON,A,POLICE OFFICER
019,16354,DWIGHT,WILLIAMS,A,POLICE OFFICER
014,16495,LEILA,RUIZ,A,POLICE OFFICER
007,16397,MARK,CAMPBELL,S,POLICE OFFICER
006,19267,ANTHONY,NICHOLSON,J,POLICE OFFICER
018,8841,BRIAN,HALLORAN,M,POLICE OFFICER
005,18830,URIEL,DE LA HUERTA,,POLICE OFFICER
011,8953,FRED,GROSS,L,POLICE OFFICER
009,17488,DANIEL,KAKTIS,B,POLICE OFFICER
376,6648,SEAN,HOGAN,L,POLICE OFFICER
025,16498,PIOTR,CZARNIECKI,,PO/FIELD TRNING OFF
008,17026,PATRICK,THIRY,M,POLICE OFFICER
276,3670,FELIPE,GARCIA,D,COMMANDER
014,1793,DEIDRA,SHAPLEY- WELLS,L,SERGEANT OF POLICE
024,3456,RAMIRO,FLORES,S,POLICE OFFICER
620,20504,DONNELL,CRENSHAW,C,PO AS DETECTIVE
133,12159,DOMENICO,CERAMI,,POLICE OFFICER
022,1327,EMILY,CAMPBELL,C,SERGEANT OF POLICE
166,15010,TERRI,MCDONALD,D,POLICE OFFICER
019,16490,TED,MOORE,D,POLICE OFFICER
014,16482,CHULWAN,PARK,,POLICE OFFICER
019,18312,JOHN,OLEN,C,POLICE OFFICER
143,15485,ANA,VALERIANO,L,POLICE OFFICER
055,5480,JASON,AYALA,T,PO/MOUNTED PAT OFF.
017,15226,OTIS,WATTS,O,POLICE OFFICER
004,6622,RONALD,NEWMAN,,POLICE OFFICER
376,12109,PERRY,WHITESIDE,W,POLICE OFFICER
017,12815,ALBERTO,RETAMOZO,,POLICE OFFICER
025,15895,MARK,KUSHINER,A,POLICE OFFICER
008,18204,RAYMOND,BRONSKI,J,POLICE OFFICER
608,19012,MICHAEL,DENEEN,T,PO ASSGN TRAFF SPEC
050,11175,STEVEN,JAGLARSKI,T,POLICE OFFICER
010,13232,ROBERT,BILOTTI,J,POLICE OFFICER
050,18621,THOMAS,MC NAUGHTON,V,POLICE OFFICER
211,17102,THOMAS,MCMAHON,E,POLICE OFFICER
016,6151,ANTHONY,LA ROCCA,F,POLICE OFFICER
610,20435,LADONNA,SIMMONS-WILLIAMS,F,PO AS DETECTIVE
630,20938,MATTHEW,NELSON,B,PO AS DETECTIVE
012,1886,BRIAN,CHEN,Y,SERGEANT OF POLICE
025,16015,ROBERT,SCHWANDT,A,POLICE OFFICER
620,21049,JAMES,WHIGHAM,L,PO AS DETECTIVE
610,20074,HARDIK,SUTHAR,B,PO AS DETECTIVE
005,15512,REGINALD,PIPPEN,J,POLICE OFFICER
313,2101,RICKY,RIVERA,,SERGEANT OF POLICE
010,19122,WILLIAM,KORWIN,M,POLICE OFFICER
018,7761,ROBERT,STAKEN,W,POLICE OFFICER
010,6182,MARK,PALAZZOLO,J,PO/FIELD TRNING OFF
024,9475,SLAWOMIR,SKUBAJA,L,POLICE OFFICER
009,17745,RUTH,CASTELLI,,POLICE OFFICER
010,13206,JOSEPH,MULCHRONE,C,POLICE OFFICER
630,20303,SEAN,MULKERRIN,M,PO AS DETECTIVE
022,16314,JOHN,DAVIDSON,R,POLICE OFFICER
162,7564,TEODOR,CZERNIAWSKI,,POLICE OFFICER
001,7511,VERONICA,MERAZ,,POLICE OFFICER
630,11114,PETER,STEVENS,,POLICE OFFICER
004,7403,THOMAS,WAKE,J,POLICE OFFICER
608,13314,TONI,SHYTELL,A,POLICE OFFICER
014,11297,JORGE,CHAVOLLA JR,,PO/FIELD TRNING OFF
620,21485,EMMA,VASSELLI,,PO AS DETECTIVE
003,13354,JEFFREY,CEPEDA,J,POLICE OFFICER
045,16891,APRIL,JANISZEWSKI,L,POLICE OFFICER
011,7709,AISHA,KNIGHT,M,POLICE OFFICER
143,1788,MONICA,REYES,,SERGEANT OF POLICE
213,14770,JACKLYN,MUELLER,A,POLICE OFFICER
016,17321,JOSEPH,LIPA,E,POLICE OFFICER
277,18289,RODGERIC,GERMINO,B,PO ASGN EVID. TECHNI
277,14227,MONTY,CASSIDY,G,PO ASGN EVID. TECHNI
005,13134,SAMANTHA,MOORE,S,POLICE OFFICER
051,949,GONZALO,DELUNA JR,,SERGEANT OF POLICE
166,18668,LIZETTE,BLESSING,,POLICE OFFICER
017,7328,DARRYEL,BOONE,A,POLICE OFFICER
312,13694,EDWARD,GARCIA,,POLICE OFFICER
353,5348,ROBERT,CONRAD,S,POLICE OFFICER
610,20676,SCOTT,KONIOR,N,PO AS DETECTIVE
012,2380,JOSE,LULE,A,SERGEANT OF POLICE
015,13132,EDWIN,FIGUEROA,,POLICE OFFICER
620,21112,VICTOR,PORTIS,A,PO AS DETECTIVE
630,20057,PETER,BABICH,L,PO AS DETECTIVE
020,9552,ANDREW,LARSON,A,PO/FIELD TRNING OFF
610,20067,SEAN,DONAHUE,,PO AS DETECTIVE
007,17634,ERIN,GUBALA,L,POLICE OFFICER
620,20658,BRYAN,REIDY,L,PO AS DETECTIVE
079,20749,ANA,NUNEZ,L,PO AS DETECTIVE
011,15583,DARRYL,JOHNSON,L,POLICE OFFICER
020,7611,RENE,SAUCEDO,,POLICE OFFICER
630,20812,JOSEPH,ROMAN,M,PO AS DETECTIVE
006,1986,DENIS,OKEEFE,L,SERGEANT OF POLICE
166,15566,DEMARKO,DAILY,E,POLICE OFFICER
441,8913,RAFAEL,YANEZ,,POLICE OFFICER
123,15798,LISA,GOMEZ,,POLICE OFFICER
005,10221,JAMES,SIMPSON JR,,PO/FIELD TRNING OFF
610,20550,JENNIFER,FREGEAU,L,PO AS DETECTIVE
018,15648,ANA,VEGA,L,POLICE OFFICER
311,1787,ROBERT,JOHNSON,L,SERGEANT OF POLICE
007,8567,TERES,REED-JOHNSON,C,POLICE OFFICER
012,1081,COLIN,MACNIFF,T,SERGEANT OF POLICE
003,8897,ALLEN,SURVILLION,F,POLICE OFFICER
610,20195,ERIC,TAPIA,N,PO AS DETECTIVE
007,15481,LORENZO,COLUCCI,D,POLICE OFFICER
010,15731,DAVID,ALCALA,A,POLICE OFFICER
009,1532,ROBERT,MCCALLUM,J,SERGEANT OF POLICE
606,11019,ADAM,WAZNY,,POLICE OFFICER
606,3458,JOSE,GONZALEZ,J,POLICE OFFICER
003,15772,BOBBY,BANKS,E,POLICE OFFICER
011,17565,TIMOTHY,PHILBIN,P,POLICE OFFICER
002,15527,MICHAEL,ST CLAIR II,E,PO/FIELD TRNING OFF
024,16371,OSCAR,CORRAL,,POLICE OFFICER
543,12459,JESSE,WELLS JR,D,POLICE OFFICER
007,16197,THURMAN,COWAN,N,POLICE OFFICER
213,3279,JILL,CAMPEGLIA,M,POLICE OFFICER
007,1559,MICHAEL,MURPHY,E,SERGEANT OF POLICE
211,10297,FRANK,MICELI,L,POLICE OFFICER
166,18891,ESTHER,HENIGAN,E,POLICE OFFICER
211,15014,LUIS,REYES,G,POLICE OFFICER
124,12623,ANDREW,RUSSELL,P,POLICE OFFICER
011,3023,ADAM,WOLBERS,C,POLICE OFFICER
153,5509,GEORGE,MOUSSA,,POLICE OFFICER
384,17981,RACHEL,LOVE,,POLICE OFFICER
261,17977,ALONSO,GARZA,J,POLICE OFFICER
125,4944,APRIL,LARSON,H,POLICE OFFICER
019,3758,JOHN,JAROS,M,POLICE OFFICER
019,16615,JEREMY,LOWE,S,POLICE OFFICER
019,3366,MEREDITH,ESPOSITO,L,POLICE OFFICER
015,2994,ARMON,HAYNES,R,POLICE OFFICER
012,19448,GIOVANNI,CRESPO,,POLICE OFFICER
009,11850,DEON,JONES,,POLICE OFFICER
120,9792,VALERIA,GREEN,,POLICE OFFICER
610,20944,DONALD,BARKER,S,PO AS DETECTIVE
010,8479,JOHN,SULLIVAN,T,POLICE OFFICER
020,10540,RANDALL,JONES,K,POLICE OFFICER
620,20000,JAMES,PAOLETTI,M,PO AS DETECTIVE
180,875,LOURDES,NERIS,,SERGEANT OF POLICE
002,1938,STEVE,PULIA,E,SERGEANT OF POLICE
018,16221,THERESA,NAZARIO,A,POLICE OFFICER
704,16786,DON,CORNELIOUS,E,POLICE OFFICER
