CPD_UNIT,STAR1,FIRST_NAME,LAST_NAME,MI,RANK
376,10774,CLAY,WALKER,T,POLICE OFFICER
025,991,RICHARD,LOSIK,F,SERGEANT OF POLICE
018,10376,ADRIAN,CORRAL,,POLICE OFFICER
701,17905,MICHAEL,CRAWFORD,E,POLICE OFFICER
213,17257,THEODORA,MARKOS,,POLICE OFFICER
167,15009,NOEL,LOPEZ,,POLICE OFFICER
007,16638,ANN,KNIGHT,C,POLICE OFFICER
019,13458,THOMAS,PETRENKO,E,POLICE OFFICER
610,20627,DANIEL,TOWN,P,PO AS DETECTIVE
005,14887,ERICA,JENKINS,,POLICE OFFICER
122,15926,MARGARET,JARVIS,M,POLICE OFFICER
017,2003,JAMES,VIZZINI,S,SERGEANT OF POLICE
012,17134,GERARDO,MADRIGAL,,POLICE OFFICER
008,16359,JOHN,CRUZ,,POLICE OFFICER
009,14110,VICKY,ROSS,A,POLICE OFFICER
610,1628,RUSSELL,MARRELLA,J,SERGEANT OF POLICE
002,19518,ABRAHAM,AICH,A,POLICE OFFICER
123,4334,MICHAEL,WUERTZ,J,POLICE OFFICER
017,14822,JERRY,ZANDERS,,POLICE OFFICER
005,14044,DARRICK,WILLIAMS,,POLICE OFFICER
020,14270,ERIC,MARCUS,L,POLICE OFFICER
002,16975,JEFFERY,BLACK,L,POLICE OFFICER
079,20246,SEAN,MCCABE,M,PO AS DETECTIVE
020,9970,MICHAEL,MANSOR,,POLICE OFFICER
610,20719,GRISELDA,ELIZONDO,,PO AS DETECTIVE
630,20858,JOSE,CASTANEDA,I,PO AS DETECTIVE
009,9788,CARLOS,ALDANA,J,POLICE OFFICER
022,12146,TYRONE,LONG JR,J,POLICE OFFICER
004,9926,RITA,PRIETO,M,POLICE OFFICER
121,915,DRAGAN,NIKIN,,SERGEANT OF POLICE
630,20188,RUBEN,SOBERON,M,PO AS DETECTIVE
007,12474,VENUS,RODRIGUEZ,M,POLICE OFFICER
009,8424,RICHARD,WILLIAMS,L,POLICE OFFICER
007,2666,ELMER,FABIAN JR,A,SERGEANT OF POLICE
014,13508,ISIDOR,RAMOS,I,PO/FIELD TRNING OFF
376,7296,LATANYA,MOORE,K,POLICE OFFICER
012,7025,MICHAEL,BELMONTEZ,,POLICE OFFICER
012,8858,LEONARDO,PRIETO,S,POLICE OFFICER
009,2642,MARVIN,OTTEN,F,SERGEANT OF POLICE
002,1007,MICHAEL,FIELDS,A,SERGEANT OF POLICE
006,8157,JAMES,PRICE JR,P,POLICE OFFICER
012,12996,MOHAMMAD,SHARIQ,,POLICE OFFICER
020,9904,RONALD,WRIGHT,G,POLICE OFFICER
015,8819,OSWALDO,OCHOA,,POLICE OFFICER
121,794,MATTHEW,PRICE,D,LIEUTENANT OF POLICE
018,14475,JOHN,WILLIAMSON,M,POLICE OFFICER
009,15190,RYAN,BUTLER,M,POLICE OFFICER
341,9734,STEVE,LOFFREDO,F,PO/EXP DET CAN HAND
001,18387,ANTHONY,SIRISCEVICH JR,J,POLICE OFFICER
008,9024,JOHN,STANLEY,J,POLICE OFFICER
353,7780,SERGIO,VENCES,,POLICE OFFICER
261,4044,QUENTIN,BENSON,J,POLICE OFFICER
166,2203,JEREMY,DRZEWIECKI,J,SERGEANT OF POLICE
059,18329,KEITH,KARCZEWSKI,E,POLICE OFFICER
001,9810,BRANDON,SHAMLEY,T,POLICE OFFICER
620,21440,MICHAEL,DEMCAK,B,PO AS DETECTIVE
014,11371,MARITA,LYNCH,J,POLICE OFFICER
543,3512,TERRI,GRANDBERRY,,POLICE OFFICER
721,9017,HENRY,REMIASZ,,POLICE OFFICER
142,8850,AJA,RICHARDSON,D,POLICE OFFICER
016,16637,JENNIFER,FINNEGAN,M,POLICE OFFICER
051,7417,SAMUEL,KUBELKA,E,POLICE OFFICER
008,321,JOHN,MACIEJEWSKI JR,A,LIEUTENANT OF POLICE
181,1961,WILLIAM,SVILAR,,SERGEANT OF POLICE
341,9830,TERRY,KAZUPSKI,M,PO/EXP DET CAN HAND
059,9774,MARK,WALSH,A,PO/MARINE OFFICER
009,7643,PEDRO,ONTIVEROS,C,POLICE OFFICER
008,18361,JOHN,CLARK,F,POLICE OFFICER
241,1839,GARY,WILLIAMS,L,SERGEANT OF POLICE
181,1138,JOHNNY,TATE,E,SERGEANT OF POLICE
145,4339,MAURICE,BURKS JR,,POLICE OFFICER
610,20514,GEORGE,CERVENY,E,PO AS DETECTIVE
004,5214,RONALD,BAEZ,N,PO/FIELD TRNING OFF
620,21738,DAVID,WOODS,A,PO AS DETECTIVE
630,21384,KEVIN,LYNN,P,PO AS DETECTIVE
017,10079,BRIAN,MURPHY,B,POLICE OFFICER
166,16825,JOHN,BURNS,N,POLICE OFFICER
277,17774,KENNETH,LEFLORE,,PO ASGN EVID. TECHNI
002,11953,MICHELLE,REED,,POLICE OFFICER
630,20794,CARLOS,MAYAS,M,PO AS DETECTIVE
009,12120,REGINALD,SIMS,M,POLICE OFFICER
010,1690,GREGORY,STRELCZYK,A,SERGEANT OF POLICE
015,5367,PETER,WHITE,G,PO/FIELD TRNING OFF
020,14231,FEDERICO,SANTOS,D,POLICE OFFICER
001,8163,RICKIE,WHITTEN,D,POLICE OFFICER
116,14470,AARON,DAVIS III,,POLICE OFFICER
211,17108,JAMES,DAVIS,,POLICE OFFICER
018,15884,KYLE,WALKER,L,POLICE OFFICER
019,13280,JUAN,ROBLES,G,POLICE OFFICER
001,7833,MICHAEL,HOFBAUER,J,POLICE OFFICER
018,11709,DOLLIE,FRILOUX,R,POLICE OFFICER
630,20152,MEGAN,LYONS,M,PO AS DETECTIVE
610,21779,BRENDAN,GILL,R,PO AS DETECTIVE
125,16772,JAMES,BRIDGES,T,POLICE OFFICER
603,20870,AUGUSTA,COTTON,,PO AS DETECTIVE
261,13367,MICHELLE,MORENO,E,POLICE OFFICER
376,15434,STEPHEN,MOSTACCHIO,,POLICE OFFICER
543,19817,JOHN,WILLIAMS JR,H,POLICE OFFICER
015,11243,THOMAS,RYAN,M,POLICE OFFICER
121,19719,RORY,ANDERSON,A,POLICE AGENT
016,14632,JAMES,DAY,J,POLICE OFFICER
212,12307,ROBERT,ZIELINSKI,C,POLICE OFFICER
001,18406,JEANNETTE,O BRIEN,M,POLICE OFFICER
020,9821,KATHLEEN,CLYNE,A,POLICE OFFICER
004,6468,ALLEN,MURAWSKI,J,POLICE OFFICER
610,21442,DOLORES,MYLES,,PO AS DETECTIVE
009,9325,ERIC,KUJAWA,E,POLICE OFFICER
123,19670,SCOTT,LEE,M,POLICE OFFICER
012,19538,CHARLENE,LYLES-BROWN,,POLICE OFFICER
006,180,YOLANDA,IRVIN,K,LIEUTENANT OF POLICE
017,19082,JEFFREY,MERRIFIELD,J,POLICE OFFICER
128,12797,HYSNI,SELENICA,,POLICE OFFICER
001,14944,BLANCA,MAGALLON,E,POLICE OFFICER
166,13190,HERIBERTO,TREVINO JR,,POLICE OFFICER
007,1376,RHONDA,ANDERSON,M,SERGEANT OF POLICE
163,19097,JEMAL,KING,T,POLICE OFFICER
376,7332,ROBERT,BLOMSTRAND,E,POLICE OFFICER
009,18580,SALOME,EXCLUSA,,POLICE OFFICER
136,1362,MARCO,MENDOZA,A,SERGEANT OF POLICE
122,4285,KRYSTYNA,ZBELA,Z,POLICE OFFICER
610,20852,SEID,TANOVIC,,PO AS DETECTIVE
541,21310,JOHN,CAPPARELLI,T,PO AS DETECTIVE
610,20003,DANIEL,FRAUSTO,,PO AS DETECTIVE
011,1786,DANIEL,MC CALL,P,SERGEANT OF POLICE
025,612,MELINDA,LINAS,M,LIEUTENANT OF POLICE
630,21278,MICHAEL,LYNCH,F,PO AS DETECTIVE
133,19582,JOSEPH,SMITH,J,PO/MARINE OFFICER
177,969,ERIK,MADSEN,A,SERGEANT OF POLICE
018,13905,ROBERT,MARKVART,B,POLICE OFFICER
025,1432,DENNIS,PAGAN,,SERGEANT OF POLICE
213,10180,NANCY,RIVERA,,POLICE OFFICER
012,14662,ANTHONY,JACKSON,,POLICE OFFICER
124,13494,PEDRO,MEDINA JR,A,POLICE OFFICER
016,861,PATRICK,HARAN,A,SERGEANT OF POLICE
620,21468,ERIC,WALKER,M,PO AS DETECTIVE
191,19745,JEFFERY,BARBER,P,POLICE OFFICER
620,20772,DAVID,BRANDT,A,PO AS DETECTIVE
020,288,JEFF,MAPPA,A,LIEUTENANT OF POLICE
002,19010,JASON,JANKOWSKI,L,POLICE OFFICER
059,11652,MICHAEL,MALANIUK,S,PO/MARINE OFFICER
018,2426,MICHAEL,KUMIGA,J,SERGEANT OF POLICE
024,9918,MILTON,LASTICLY,,POLICE OFFICER
610,948,ARLESEUIA,WATSON,N,SERGEANT OF POLICE
610,20102,JOSHUA,ALVARADO,E,PO AS DETECTIVE
630,982,ROBERT,ROSE,J,SERGEANT OF POLICE
002,3183,BRADFORD,PERRY,K,POLICE OFFICER
003,14586,GERALDINE,HUTCHINSON,,POLICE OFFICER
133,8839,CHRIS,BERES,L,POLICE OFFICER
610,20298,JORGE,LOPEZ,L,PO AS DETECTIVE
011,6629,THERESA,MC BETH,S,POLICE OFFICER
016,15511,JOHN,RODRIGUEZ,A,POLICE OFFICER
011,11766,VANESSA,COBAR,,POLICE OFFICER
018,1671,CHRISTOPH,SCHENK,M,SERGEANT OF POLICE
007,4804,MARY,WILKOSZ,E,POLICE OFFICER
017,11507,EDWARD,YERKE,P,POLICE OFFICER
114,12762,MARTHA,GOMEZ,E,POLICE OFFICER
024,12709,MARTIN,WALSH,C,POLICE OFFICER
019,15328,TYRONE,NEWELL,D,POLICE OFFICER
341,3405,STEPHEN,BURZINSKI,J,PO ASSG CANINE HANDL
025,6893,DONALD,ZALINSKI,E,POLICE OFFICER
124,1300,BRIAN,BERKOWITZ,D,SERGEANT OF POLICE
022,1497,RYAN,DOHERTY,C,SERGEANT OF POLICE
620,20617,MATTHEW,KERLIN,D,PO AS DETECTIVE
017,1483,MICHAEL,COUGHLIN,L,SERGEANT OF POLICE
630,1036,JOEL,KELLER,T,SERGEANT OF POLICE
019,16465,TERRENCE,MORRIS,L,POLICE OFFICER
145,11154,KURT,CATALAN,F,POLICE OFFICER
019,6506,HAROLYN,MARTIN,R,POLICE OFFICER
022,13678,WILLIAM,WIECZOREK,E,POLICE OFFICER
123,21412,THOMAS,COFFEY,R,PO AS DETECTIVE
016,19835,SYLVIA,LOPEZ,,POLICE OFFICER
007,17895,EDWARD,TIBBS,A,POLICE OFFICER
630,2073,ERACLIO,RUIZ,,SERGEANT OF POLICE
610,1431,WILLIAM,CARTAGENA,I,SERGEANT OF POLICE
007,17496,SHELLEY,TOWNSEND,D,POLICE OFFICER
020,17405,JAVIER,RAMONES,R,POLICE OFFICER
025,17557,ISMAEL,HERNANDEZ JR,,POLICE OFFICER
020,17685,PORFIRIO,SANTIAGO,,POLICE OFFICER
121,21209,SERGIO,VELAZQUEZ,,PO AS DETECTIVE
079,20966,CARRIE,ISER,D,PO AS DETECTIVE
610,20371,BARTHOLOM,MURPHY,D,PO AS DETECTIVE
701,17101,STEVEN,BURRELL,E,POLICE OFFICER
136,16893,ANTHONY,PAPADAKIS,G,POLICE OFFICER
353,5853,ANDREW,CUOMO,,POLICE OFFICER
011,698,FRANCISCA,VERGARA,I,LIEUTENANT OF POLICE
020,2470,ATOUR,BETHISHOU,,SERGEANT OF POLICE
008,19644,MIGUEL,ARELLANO,A,POLICE OFFICER
277,18761,DANIELLE,KAPPEL,M,PO ASGN EVID. TECHNI
019,11095,JASON,BARNEY,L,POLICE OFFICER
127,17861,DOMINIC,CANTORE III,F,POLICE OFFICER
025,11581,JOSEPH,KALE,F,POLICE OFFICER
701,5058,PHILLIP,ARMSTRONG,D,POLICE OFFICER
005,15866,RODOLFO,GOMEZ,,POLICE OFFICER
620,20426,NORMAN,PADALINO,A,PO AS DETECTIVE
606,1741,KEITH,BLAIR,A,SERGEANT OF POLICE
142,2531,MAGDALENA,GARRISON,,SERGEANT OF POLICE
213,18278,NICHOLAS,HERTKO,J,POLICE OFFICER
010,430,JOSEPH,SCHULER,A,LIEUTENANT OF POLICE
008,15872,ERNEST,MATEGRANO,J,PO/FIELD TRNING OFF
701,1342,FREDERICH,GOPEZ,G,SERGEANT OF POLICE
004,7379,AMY,CAREY,E,POLICE OFFICER
376,6355,MICHELLE,BROWN,A,POLICE OFFICER
006,1837,WILLIAM,DOOLIN,M,SERGEANT OF POLICE
010,19146,MIGUEL,RENTERIA,,POLICE OFFICER
007,3019,DANIEL,KASPER,M,POLICE OFFICER
124,1270,CHRISTOPH,GRABOWSKI,A,SERGEANT OF POLICE
121,19070,DINA,POWELL WARD,M,POLICE OFFICER
542,6103,BRIAN,QUINN,J,P O ASSGN SEC SPEC
630,21427,JOHN,DAHLBERG,H,PO AS DETECTIVE
008,1768,JAMES,GLENKE,R,SERGEANT OF POLICE
172,4077,BRIAN,JOSEPHS,W,POLICE OFFICER
012,17466,JAMES,GILDEA,M,POLICE OFFICER
012,13499,ANTHONY,MARTINEZ,R,POLICE OFFICER
542,19072,GERALD,MORRIS,V,P O ASSGN SEC SPEC
277,12366,DEANN,WAFER,L,PO ASGN EVID. TECHNI
024,11067,ANTHONY,GRILLO,M,POLICE OFFICER
177,9746,JOSEPH,KEATING JR,F,PO ASGN EVID. TECHNI
211,17709,ROY,HUMPHREY,D,POLICE OFFICER
002,9092,PHOEBE,ALLEN,,POLICE OFFICER
002,11097,DANIEL,CIAMPAGLIA,R,POLICE OFFICER
177,831,KEVIN,NORRIS,J,SERGEANT OF POLICE
017,19891,DANIEL,VO,H,POLICE OFFICER
006,17986,JOHN,DU BOISE JR,E,PO/FIELD TRNING OFF
011,3095,NIAGARA,CRAIG,,POLICE OFFICER
167,19045,WILLIAM,MASSOLLE,R,POLICE OFFICER
153,14940,CHRISTOPH,THEDFORD,A,POLICE OFFICER
018,5231,PAUL,BURNS,J,POLICE OFFICER
001,421,EDWARD,PANOSH,A,LIEUTENANT OF POLICE
543,10385,LETICIA,VELEZ,,POLICE OFFICER
050,18308,ANTHONY,JANNOTTA,J,POLICE OFFICER
017,2102,THOMAS,BARNETT,W,SERGEANT OF POLICE
602,11355,DENNIS,CONWAY,E,POLICE OFFICER
005,4952,KRISTOPHE,LINDSAY,A,POLICE OFFICER
009,383,MICHAEL,MAGNO,S,LIEUTENANT OF POLICE
610,894,JOEL,KRETTEK,M,SERGEANT OF POLICE
543,16648,MALISSIA,HARPER,L,POLICE OFFICER
620,20808,KIMBERLY,MURRAY,D,PO AS DETECTIVE
002,16319,TAMIKA,NELSON,,POLICE OFFICER
016,4506,JOHN,GIBBELINA,M,POLICE OFFICER
003,486,DAVINA,WARD,F,LIEUTENANT OF POLICE
610,21369,SEAN,INSLEY,M,PO AS DETECTIVE
231,722,CHRISTI,FORD,,LIEUTENANT OF POLICE
441,952,SHARON,BOYD,D,SERGEANT OF POLICE
002,7788,ROGER,WASHINGTON,L,POLICE OFFICER
180,1707,NATHAN,GADZIK,D,SERGEANT OF POLICE
009,11292,RAYMOND,JOHNSON,A,POLICE OFFICER
002,13931,DOUG,ESTERLY,B,POLICE OFFICER
376,14972,LUIS,SALTIJERAL,P,POLICE OFFICER
001,15324,ANTHONY,OSTROWSKI,S,POLICE OFFICER
001,12501,GERMAN,DEL TORO,S,POLICE OFFICER
171,13583,JOSEPH,DAHL,C,POLICE OFFICER
116,2144,MEGAN,AYLWARD,L,SERGEANT OF POLICE
018,3323,ANTHONY,NOWAKOWSKI,A,POLICE OFFICER
020,5301,JOEL,GONZALEZ,B,POLICE OFFICER
012,3479,MARIA,HIGGS,G,POLICE OFFICER
050,6033,RONALD,WHITE,A,POLICE OFFICER
024,2254,BRIAN,SWEENEY,T,SERGEANT OF POLICE
009,18829,ROBERT,LUZADDER,M,POLICE OFFICER
001,7172,RENA,HOPKINS,,POLICE OFFICER
004,1674,ABEL,OROZCO,,SERGEANT OF POLICE
009,5274,FRANK,NEGRON JR,,POLICE OFFICER
167,13438,ANTHONY,AGUIRRE,J,POLICE OFFICER
010,3030,ANTONIO,TORRES,O,POLICE OFFICER
014,5739,ENRIQUE,PEREZ JR,,POLICE OFFICER
001,115,SHEAMUS,MANNION,,CAPTAIN OF POLICE
050,12551,BRIAN,RODRIGUEZ,W,POLICE OFFICER
009,4362,ROGELIO,OCON,,POLICE OFFICER
024,4849,ALDO,CALDERON,D,POLICE OFFICER
012,1895,TIMOTHY,GILLILAND,D,SERGEANT OF POLICE
025,1339,THOMAS,GAYNOR,E,SERGEANT OF POLICE
025,4267,LISA,TLAPA,M,POLICE OFFICER
177,5389,TERESE,SOTO,N,PO ASGN EVID. TECHNI
015,5071,SARA,SOTGIU,E,POLICE OFFICER
010,5779,WALTER,BOCHENCZAK,W,POLICE OFFICER
193,2854,MICHELLE,FIELDS,T,POLICE OFFICER
125,870,SAUL,ARAMBULA,,SERGEANT OF POLICE
163,10675,WILLIAM,FASHINGBAUER,J,POLICE OFFICER
019,1317,COLLEEN,GONZALEZ,C,SERGEANT OF POLICE
016,1228,BARRY,HAGER,D,SERGEANT OF POLICE
005,16849,JAMES,DELISLE,M,POLICE OFFICER
018,2580,RICHARD,HAINZL,J,SERGEANT OF POLICE
005,7680,LISA,HIGGINS,C,POLICE OFFICER
701,1218,THURSTON,DANIELS,,SERGEANT OF POLICE
127,14900,ROSEMARY,LOAIZA ARTEAGA,,POLICE OFFICER
010,75,JAMES,BAIER,M,CAPTAIN OF POLICE
311,7584,ERNEST,CORTEZ,,POLICE OFFICER
261,7690,TONI,CREED,D,POLICE OFFICER
019,16124,ROBERT,BAUMANN,J,POLICE OFFICER
006,882,TERRENCE,COLLINS,J,SERGEANT OF POLICE
009,1243,MICHAEL,BRANNIGAN,J,SERGEANT OF POLICE
608,8188,PAUL,NIEZABITOWSKI,E,PO ASSGN TRAFF SPEC
005,7616,SONJA,MCKINNEY HENISO,E,POLICE OFFICER
277,14403,STEPHEN,OCONNELL,D,PO ASGN EVID. TECHNI
059,13107,EDWARD,FINERAN JR,W,PO/MARINE OFFICER
014,15279,ALOYSIUS,REEVES,J,POLICE OFFICER
015,1064,DANIEL,PRINTZ,W,SERGEANT OF POLICE
008,1262,JOHN,CONNEELY,T,SERGEANT OF POLICE
313,16479,GREGORY,SOBIERAJ,J,POLICE OFFICER
002,14646,MARC,JONES,A,POLICE OFFICER
620,20575,JERRY,IVORY,L,PO AS DETECTIVE
014,6131,ELLIO,MORALES,A,POLICE OFFICER
610,20511,ANTHONY,AMATO,M,PO AS DETECTIVE
630,20741,JUAN,MORALES,C,PO AS DETECTIVE
129,1091,NICOLE,THOMPSON,C,SERGEANT OF POLICE
003,12104,MICHAEL,JONES,D,POLICE OFFICER
193,7830,MIRIAN,MCGUIRE,,POLICE OFFICER
009,10009,ROY,DE LA HUERTA,,POLICE OFFICER
025,176,DAVID,KOENIG,M,LIEUTENANT OF POLICE
016,7525,KEVIN,KILMER,C,POLICE OFFICER
006,2257,ALMA,PRICE,L,SERGEANT OF POLICE
376,7472,KENDAHL,SAVERSON,C,POLICE OFFICER
123,10563,JEANNE,MENDEZ,R,POLICE OFFICER
020,12954,WILLIAM,DONOVAN,J,POLICE OFFICER
004,11535,WILLIAM,MCKENDRICK,T,POLICE OFFICER
608,3130,JOHN,JACKOWIAK,P,PO ASSGN TRAFF SPEC
014,1216,STEVEN,JUGO,H,SERGEANT OF POLICE
014,7537,BENJAMEN,FERN,H,POLICE OFFICER
020,7838,JORGE,ROMO,,POLICE OFFICER
009,2397,SAUL,BARRIENTOS,D,SERGEANT OF POLICE
212,17570,JOHN,LESNICKI,P,POLICE OFFICER
124,19055,KURT,DAICHENDT,M,POLICE OFFICER
012,16842,PAUL,GREPO,J,POLICE OFFICER
610,20510,JOSEPH,AGUIRRE,R,PO AS DETECTIVE
003,15287,JAMES,NORWOOD II,E,POLICE OFFICER
018,18299,DARREL,BRANTLEY,I,POLICE OFFICER
050,7079,HENRY,PENA,A,POLICE OFFICER
004,12579,CARLOS,SALAZAR,,POLICE OFFICER
004,14891,RICARDO,SALAZAR,,POLICE OFFICER
630,20004,OSCAR,VALENZUELA,R,PO AS DETECTIVE
376,20992,SUSAN,RYAN,M,PO AS DETECTIVE
055,600,PAUL,MACK,C,LIEUTENANT OF POLICE
181,20897,HECTOR,MATIAS,L,PO AS DETECTIVE
020,10535,KENT,PEMBERTON,M,POLICE OFFICER
016,2140,PAUL,SEDLACEK,M,SERGEANT OF POLICE
059,14602,JOSEPH,DOANE,P,PO/MARINE OFFICER
620,20506,DONALD,CLARK II,S,PO AS DETECTIVE
241,15881,MELVIN,DAVIS,L,POLICE OFFICER
353,1571,ROBERT,SEKERA,A,SERGEANT OF POLICE
018,10497,CASSIUS,HORTON,B,POLICE OFFICER
009,4881,CARLOS,CORTES,,POLICE OFFICER
079,20570,FIONA,EICHTEN,M,PO AS DETECTIVE
020,5236,BRIAN,SCHWARCK,A,POLICE OFFICER
177,1743,MICHAEL,SCARRIOT,J,SERGEANT OF POLICE
017,4412,ANTHONY,TRAPALIS,,POLICE OFFICER
001,5080,WILLIAM,SKEHAN,S,POLICE OFFICER
012,5617,LISA,ULLEWEIT,A,POLICE OFFICER
011,5543,JAMES,KURTH,F,POLICE OFFICER
376,19818,LEANTHONY,BROWN,D,POLICE OFFICER
003,8750,THIERRY,CONSTANT,,POLICE OFFICER
376,14108,ELAINE,LAMPKIN,A,POLICE OFFICER
012,4939,MARIO,SEGOVIANO,A,POLICE OFFICER
001,569,ROBERT,KANE III,E,LIEUTENANT OF POLICE
010,19076,WILLIAM,MOLINA,A,POLICE OFFICER
057,7231,ALBERT,FRANCIS JR,C,POLICE OFFICER
005,1687,RODOLFO,CAMARILLO JR,,SERGEANT OF POLICE
051,1246,MARILYN,ULDRYCH,V,SERGEANT OF POLICE
016,5714,DAVID,HOWSKI,J,POLICE OFFICER
005,2437,JOHN,GRIB,R,SERGEANT OF POLICE
008,11616,LUIS,AGUILAR,,POLICE OFFICER
606,15955,CARY,COOPER,M,POLICE OFFICER
007,16346,MICHAEL,COLLINS,K,POLICE OFFICER
015,930,JOSEPH,DI PINTO,E,SERGEANT OF POLICE
024,11009,MARVIN,ENG,,POLICE OFFICER
311,10259,MICHAEL,SMOLEK,A,POLICE OFFICER
024,18492,HECTOR,DAVILA,L,POLICE OFFICER
050,11884,RANDALL,FIORE,R,POLICE OFFICER
001,15063,ERICK,ESCALANTE,,POLICE OFFICER
012,1276,MARK,CZAPLA,A,SERGEANT OF POLICE
630,21613,DAVID,WILLIAMS,G,PO AS DETECTIVE
166,5181,BRIAN,TREACY,J,POLICE OFFICER
012,17955,ELIZABETH,MONTOYA,,POLICE OFFICER
630,1034,GREG,JACOBSON,J,SERGEANT OF POLICE
018,16996,ANTONIO,TREVINO,,POLICE OFFICER
018,14912,SCOTT,ROGUS,W,POLICE OFFICER
009,17889,JUANITA,CARDENAS,,POLICE OFFICER
001,978,MATHEW,LOPEZ,J,SERGEANT OF POLICE
015,2935,MARIO,GARZA,A,POLICE OFFICER
620,2236,ROXANE,UCHMAN,,SERGEANT OF POLICE
017,18283,HAKKI,GURKAN,G,POLICE OFFICER
211,836,PAUL,SCHMITZ,M,SERGEANT OF POLICE
018,2364,MICHAEL,BARTZ,E,SERGEANT OF POLICE
115,1134,ANDREW,MCGLYNN,J,SERGEANT OF POLICE
002,15508,TASHA,BELL,M,PO/FIELD TRNING OFF
010,1563,MARCO,GARCIA,A,SERGEANT OF POLICE
009,12139,ADOLFO,LOPEZ JR,,POLICE OFFICER
001,14777,ALFONSO,HERRERA,,POLICE OFFICER
005,17402,RAMONA,LEE,G,POLICE OFFICER
011,17104,CORRY,WILLIAMS,,POLICE OFFICER
010,15381,JENNIFER,FOULKS,A,POLICE OFFICER
606,15422,MICHAEL,PETTIS,O,POLICE OFFICER
211,12701,BARBARA,HILL,,POLICE OFFICER
166,16802,GERALD,CREED,A,POLICE OFFICER
001,16142,CLARENCE,JONES JR,L,POLICE OFFICER
020,14455,CHRISTOPH,MORRIS,M,POLICE OFFICER
015,11470,JOSE,SANCHEZ,L,POLICE OFFICER
277,8033,ANTOINETT,MOORE,M,PO ASGN EVID. TECHNI
261,16997,AUDREY,MORALES,,POLICE OFFICER
057,12437,KIM,SUTTER,M,POLICE OFFICER
610,1248,RONALD,BLAS,J,SERGEANT OF POLICE
019,11214,THOMAS,WALSH,J,POLICE OFFICER
008,12840,PATRICK,LEE,G,POLICE OFFICER
025,8262,VALERIE,WARD,M,POLICE OFFICER
701,14935,SISAVATH,PANYATHIP,,POLICE OFFICER
020,13827,MEGAN,WELCH,J,POLICE OFFICER
163,17671,ANDRES,BARREZUETA,M,POLICE OFFICER
019,967,CARRIE,COONEY,A,SERGEANT OF POLICE
018,12980,LONNIE,VINSON,,POLICE OFFICER
116,10758,AARON,CUNNINGHAM,B,POLICE OFFICER
114,13033,RYAN,NELLIGAN,J,PO LEGAL OFF 1
312,976,ELISE,PADILLA,M,SERGEANT OF POLICE
005,1550,LAWRENCE,STRZECHOWSKI,J,SERGEANT OF POLICE
024,13956,SHAUN,MCGOVERN,K,POLICE OFFICER
606,19954,JOSEPH,FITZGERALD,S,POLICE OFFICER
704,19293,ANTHONY,CERECERES,M,POLICE OFFICER
008,7210,TIMOTHY,MC KEON,J,POLICE OFFICER
610,2189,KATHIE,PARK,M,SERGEANT OF POLICE
006,970,TAMARA,MATTHEWS,A,SERGEANT OF POLICE
014,18785,GABINO,CORTEZ,,POLICE OFFICER
001,236,LEONARD,SHOSHI,M,LIEUTENANT OF POLICE
701,10870,SAUL,RODRIGUEZ,,POLICE OFFICER
014,10770,WILLIE,CRAWFORD,B,POLICE OFFICER
057,15916,THOMAS,LAURIN,J,POLICE OFFICER
177,11413,KATIE,ANELLO,M,PO ASGN EVID. TECHNI
145,1527,LOUIS,DARAY,A,SERGEANT OF POLICE
123,19709,ANTONIO,SILVA,,POLICE OFFICER
001,14445,TAMIKO,BEALS,,POLICE OFFICER
541,10827,ROBERT,BARTLETT,J,POLICE OFFICER
001,15515,TERRY,BAYLIS,O,POLICE OFFICER
022,19224,JOHN,LONG,F,POLICE OFFICER
003,10871,KENNETH,LICHAY,A,POLICE OFFICER
014,19350,CHRISTOPH,SACKETT,J,POLICE OFFICER
003,11721,AUDREY,DUERSON-CARTER,J,POLICE OFFICER
311,16446,TIMOTHY,WESTBROOKS,W,POLICE OFFICER
177,10080,JENNIFER,MAYOSKI,A,POLICE OFFICER
009,10719,MIGUEL,CABRALES,C,POLICE OFFICER
003,19233,MALIK,WILLIAMS,A,POLICE OFFICER
008,1089,JOSEPH,SHEVLIN,M,SERGEANT OF POLICE
610,21013,ROBERT,ONTIVEROS,A,PO AS DETECTIVE
017,6644,CARMEN,LOPEZ,M,POLICE OFFICER
020,1143,MICHAEL,GLYNN,J,SERGEANT OF POLICE
148,9634,PAMELA,BRANCH,,POLICE OFFICER
050,8778,DAVID,KOSMYNA,M,POLICE OFFICER
012,8958,RANDALL,BUFORD,,POLICE OFFICER
024,9643,PAUL,CIRRINCIONE,J,PO/FIELD TRNING OFF
050,4016,THOMAS,CARDEN,A,POLICE OFFICER
630,20008,NICHOLAS,XANOS,S,PO AS DETECTIVE
057,6270,KATAKA,PAGE,,POLICE OFFICER
007,19428,WALTER,WARE,M,POLICE OFFICER
025,7541,MARK,EASTERWOOD,E,POLICE OFFICER
004,1913,ANDRE,POSTON,P,SERGEANT OF POLICE
016,19699,WILLIAM,TANG,,POLICE OFFICER
124,13522,BOGDAN,MEDENICA,,POLICE OFFICER
180,226,MIGDALIA,BULNES,,DEP CHIEF
022,15626,STEPHEN,STORCK,R,POLICE OFFICER
019,3888,MONIQUE,GIANNONI,I,POLICE OFFICER
